variable_order,variable_original,variable_recoded,label_original,label_pt,label_en,form_name_pt,form_name_en,field_type,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Field Annotation,eleg_arm_1,1visit_arm_1,2visit_arm_1,3visit_arm_1,Variable column (Original),Included,Factor,Level_pt
606,lab_chk,labs_checked_results,Auditoria - resultados conferidos?,Resultados conferidos?,Results checked?,exames_laboratoriais,labs,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,WH,1,"data$labs_checked_results.factor = factor(data$labs_checked_results,levels=c(""0"",""1"")) # labs_checked_results 86","levels(data$labs_checked_results.factor)=c(""Não"",""Sim"") # labs_checked_results 55"
607,lab_metadata,lab_metadata,Metadata (NCIT: C52095)All variable names are coded according to NCIT Ontology version 23.06d (2023-06-26) ,Metadados exames laboratoriais,Lab metadata,exames_laboratoriais,labs,notes,,,,,,,, @HIDDEN,,1,1,1,WI,0,,
608,exames_laboratoriais_complete,labs_complete,Complete?,Formulário exames_laboratoriais completo?,Form exames_laboratoriais complete?,exames_laboratoriais,labs,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,1,1,WJ,1,"data$labs_complete.factor = factor(data$labs_complete,levels=c(""0"",""1"",""2"")) # labs_complete 76","levels(data$labs_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # labs_complete 73"
609,ecg_datetime,ecg_timestamp,Data e hora:,Data e hora,Date and time,eletrocardiograma,ecg,text,,,datetime_dmy,,,,y," @NOW
@HIDEBUTTON",,1,1,1,WK,1,,
610,ecg_done,ecg_performed,O exame foi realizado?,ECG realizado?,ECG performed?,eletrocardiograma,ecg,radio,"1, Sim | 0, Não",,,,,,,,,1,1,1,WL,1,"data$ecg_performed.factor = factor(data$ecg_performed,levels=c(""1"",""0"")) # ecg_performed 72","levels(data$ecg_performed.factor)=c(""Sim"",""Não"") # ecg_performed 48"
611,ecg_notdone,reason_not_performed_ecg,Reason for not performing ECG,Motivo para não realizar ECG,Reason for not performing ECG,eletrocardiograma,ecg,text,,,,,,[ecg_done] = '0',, @PLACEHOLDER = 'especifique o motivo',,1,1,1,WM,1,,
612,ecg_upload,ecg_pdf_upload,Faça o upload do arquivo em PDF do exame,Upload PDF ECG,Upload ECG PDF,eletrocardiograma,ecg,file,,,,,,[ecg_done] = '1',y,,,1,1,1,WN,0,,
613,ecg_standard,amplitude_standard,Padronização: Amplitude 10 mm/1 mV; Velocidade 25 mm/s,Amplitude 10 mm/1 mV; Velocidade 25 mm/s,Amplitude 10 mm/1 mV; Speed 25 mm/s,eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,[ecg_done] = '1',,,,1,1,1,WO,1,"data$amplitude_standard.factor = factor(data$amplitude_standard,levels=c(""0"",""1"")) # amplitude_standard 82","levels(data$amplitude_standard.factor)=c(""Não"",""Sim"") # amplitude_standard 53"
614,c49677,heart_rate_bpm,HR (Frequência cardíaca); bpm:,Frequência cardíaca (bpm),Heart rate (bpm),eletrocardiograma,ecg,text,,,integer,,,[ecg_standard] = '1',,"NCIT Ontology: C49677, Heart Rate (The number of heartbeats per unit of time, usually expressed as beats per minute.)",,1,1,1,WP,1,,
615,sampletime,sample_time_s,Sample time (seg),Tempo da amostra (s),Sample time (s),eletrocardiograma,ecg,text,,,integer,10,30,,,,,1,1,1,WQ,1,,
616,c62087,qrs_interval_ms,"QRS Interval (Duração do segmento QRS), ms:",Intervalo QRS (ms),QRS interval (ms),eletrocardiograma,ecg,text,,,integer,,,[ecg_standard] = '1',,"NCIT Ontology: C62087, Mean QRS Duration (The average (mean) duration (time) of the QRS interval, obtained from a set of measurements of the QRS interval. The QRS interval is defined as the time from the beginning of the QRS complex to the end of the QRS complex, representing the time it takes for the ventricles to depolarize.)",,1,1,1,WR,1,,
617,c83502,pr_interval_ms,PR Interval (Duração do intervalo PR); ms:,Intervalo PR (ms),PR interval (ms),eletrocardiograma,ecg,text,,,integer,,,[ecg_standard] = '1',,"NCIT Ontology: C83502, PR Interval (The time interval between the start of the P wave and the beginning of the QRS complex in the cardiac cycle.)",,1,1,1,WS,1,,
618,c83501,qt_interval_ms,"QT Interval (Duração do intervalo QT), ms:",Intervalo QT (ms),QT interval (ms),eletrocardiograma,ecg,text,,,,,,,,,,1,1,1,WT,1,,
619,c100391,qtc_interval_ms,"QTc interval (Duração do intervalo QTc), ms:",Intervalo QTc (ms),QTc interval (ms),eletrocardiograma,ecg,text,,,integer,,,[ecg_standard] = '1',,"NCIT Ontology: C100391, Corrected QT Interval (The time interval between the start of the Q wave and the end of the T wave in the cardiac cycle as corrected with a non-specified correction formula.)",,1,1,1,WU,1,,
620,c118165,qrs_axis_degrees,"QRS axis (Eixo), graus:",Eixo QRS (graus),QRS axis (degrees),eletrocardiograma,ecg,text,,,number,,,[ecg_standard] = '1',,"NCIT Ontology: C118165, QRS Axis (A numerical representation of the electrocardiographic vector assessed at maximum deviation of the QRS complex from the isoelectric baseline, usually reported for the frontal plane. (CDISC))",,1,1,1,WV,1,,
621,c87081,rhythm,Rhythm,Ritmo,Rhythm,eletrocardiograma,ecg,dropdown,"c100076, Sinus Rhythm | c111092, Atrial fibrilation | c111094, Atrial flutter | c111101, Ventricular arrhythmia | c111100, Supraventricular tachycardia | c88140, Paced rhythm | c17649, Other",,,,,[ecg_standard] = '1',,"NCIT Ontology: C100076, Sinus Rhythm (an electrocardiographic finding of a cardiac rhythm that originates in the sinoatrial node) | C111092, Atrial fibrilation (an arrhythmia characterized by uncoordinated atrial myocardium due to multiple reentry circuits with consequent deterioration of atrial mechanical function. Instead of intermittently contracting, the atria quiver continuously in a chaotic pattern, causing a totally irregular often tachycardic ventricular rate) | C111094, Atrial flutter (a disorder characterized by an electrocardiographic finding of an organized, regular atrial rhythm with atrial rate of 240-340 bpm. Multiple P waves typically appear in the inferior leads in a sawtooth-like pattern between the QRS complexes.) | C111101, Ventricular arrhythmia (a disorder characterized by an electrocardiographic finding of an atypical cardiac rhythm resulting from a pathological process in the cardiac ventricles) | C111100, Supraventricular tachycardia (a disorder characterized by an electrocardiographic finding of a tachycardia that does not originate in the ventricles or His Purkinje system) | C88140, Paced rhythm (an electrocardiographic finding that the cardiac rhythm is initiated by an electrical impulse from a mechanical cardiac pacemaker) | C17649, Other (A proper value is applicable but not known.)",,1,1,1,WW,1,"data$rhythm.factor = factor(data$rhythm,levels=c(""c100076"",""c111092"",""c111094"",""c111101"",""c111100"",""c88140"",""c17649"")) # rhythm 118","levels(data$rhythm.factor)=c(""Sinus Rhythm"",""Atrial fibrilation"",""Atrial flutter"",""Ventricular arrhythmia"",""Supraventricular tachycardia"",""Paced rhythm"",""Other"") # rhythm 161"
622,c168100___0,normal_ecg,ECG findings (choice=None),ECG (None),ECG (None),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,WX,1,"data$normal_ecg.factor = factor(data$normal_ecg,levels=c(""0"",""1"")) # normal_ecg 66","levels(data$normal_ecg.factor)=c(""Unchecked"",""Checked"") # normal_ecg 55"
623,c168100___c62269,ecg_findings_lbbb,ECG findings (choice=LBBB),ECG (LBBB),ECG (LBBB),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,WY,0,"data$ecg_findings_lbbb.factor = factor(data$ecg_findings_lbbb,levels=c(""0"",""1"")) # ecg_findings_lbbb 80","levels(data$ecg_findings_lbbb.factor)=c(""Unchecked"",""Checked"") # ecg_findings_lbbb 62"
624,c168100___c62270,ecg_findings_rbbb,ECG findings (choice=RBBB),ECG (RBBB),ECG (RBBB),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,WZ,0,"data$ecg_findings_rbbb.factor = factor(data$ecg_findings_rbbb,levels=c(""0"",""1"")) # ecg_findings_rbbb 80","levels(data$ecg_findings_rbbb.factor)=c(""Unchecked"",""Checked"") # ecg_findings_rbbb 62"
625,c168100___c26703,ecg_findings_av_block,ECG findings (choice=AV block),ECG (AV block),ECG (AV block),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XA,0,"data$ecg_findings_av_block.factor = factor(data$ecg_findings_av_block,levels=c(""0"",""1"")) # ecg_findings_av_block 88","levels(data$ecg_findings_av_block.factor)=c(""Unchecked"",""Checked"") # ecg_findings_av_block 66"
626,c168100___c71026,ecg_findings_st_changes,ECG findings (choice=ST segment changes<br>),ECG (ST segment changes<br>),ECG (ST segment changes),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XB,0,"data$ecg_findings_st_changes.factor = factor(data$ecg_findings_st_changes,levels=c(""0"",""1"")) # ecg_findings_st_changes 92","levels(data$ecg_findings_st_changes.factor)=c(""Unchecked"",""Checked"") # ecg_findings_st_changes 68"
627,c168100___c191644,ecg_findings_abnormal_q_waves,ECG findings (choice=Abnormal Q waves),ECG (Abnormal Q waves),ECG (Abnormal Q waves),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XC,0,"data$ecg_findings_abnormal_q_waves.factor = factor(data$ecg_findings_abnormal_q_waves,levels=c(""0"",""1"")) # ecg_findings_abnormal_q_waves 104","levels(data$ecg_findings_abnormal_q_waves.factor)=c(""Unchecked"",""Checked"") # ecg_findings_abnormal_q_waves 74"
628,c168100___c62271,ecg_findings_nonspecific_intraventricular_conduction_delay,ECG findings (choice=Nonspecific intraventricular conduction delay),ECG (Nonspecific intraventricular conduction delay),ECG (Nonspecific intraventricular conduction delay),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XD,0,"data$ecg_findings_nonspecific_intraventricular_conduction_delay.factor = factor(data$ecg_findings_nonspecific_intraventricular_conduction_delay,levels=c(""0"",""1"")) # ecg_findings_nonspecific_intraventricular_conduction_delay 162","levels(data$ecg_findings_nonspecific_intraventricular_conduction_delay.factor)=c(""Unchecked"",""Checked"") # ecg_findings_nonspecific_intraventricular_conduction_delay 103"
629,c168100___ni,ecg_findings_no_info,ECG findings (choice=No information),ECG (No information),ECG (No information),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XE,0,"data$ecg_findings_no_info.factor = factor(data$ecg_findings_no_info,levels=c(""0"",""1"")) # ecg_findings_no_info 86","levels(data$ecg_findings_no_info.factor)=c(""Unchecked"",""Checked"") # ecg_findings_no_info 65"
630,c168100___unk,ecg_findings_unknown,ECG findings (choice=Unknown),ECG (Unknown),ECG (Unknown),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XF,0,"data$ecg_findings_unknown.factor = factor(data$ecg_findings_unknown,levels=c(""0"",""1"")) # ecg_findings_unknown 86","levels(data$ecg_findings_unknown.factor)=c(""Unchecked"",""Checked"") # ecg_findings_unknown 65"
631,c168100___nask,ecg_findings_not_asked,ECG findings (choice=Not asked),ECG (Not asked),ECG (Not asked),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XG,0,"data$ecg_findings_not_asked.factor = factor(data$ecg_findings_not_asked,levels=c(""0"",""1"")) # ecg_findings_not_asked 90","levels(data$ecg_findings_not_asked.factor)=c(""Unchecked"",""Checked"") # ecg_findings_not_asked 67"
632,c168100___asku,ecg_findings_asked_but_unknown,ECG findings (choice=Asked but unknown),ECG (Asked but unknown),ECG (Asked but unknown),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XH,0,"data$ecg_findings_asked_but_unknown.factor = factor(data$ecg_findings_asked_but_unknown,levels=c(""0"",""1"")) # ecg_findings_asked_but_unknown 106","levels(data$ecg_findings_asked_but_unknown.factor)=c(""Unchecked"",""Checked"") # ecg_findings_asked_but_unknown 75"
633,c168100___inv,ecg_findings_invalid,ECG findings (choice=Invalid),ECG (Invalid),ECG (Invalid),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XI,0,"data$ecg_findings_invalid.factor = factor(data$ecg_findings_invalid,levels=c(""0"",""1"")) # ecg_findings_invalid 86","levels(data$ecg_findings_invalid.factor)=c(""Unchecked"",""Checked"") # ecg_findings_invalid 65"
634,c168100___na,ecg_findings_na,ECG findings (choice=Not applicable),ECG (Not applicable),ECG (Not applicable),eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XJ,0,"data$ecg_findings_na.factor = factor(data$ecg_findings_na,levels=c(""0"",""1"")) # ecg_findings_na 76","levels(data$ecg_findings_na.factor)=c(""Unchecked"",""Checked"") # ecg_findings_na 60"
635,ecg_prompt,ecg_text_prompt,Prompt (copie e cole o conteúdo da caixa de texto no canto inferior direito da página do ECG),Prompt ECG (copie e cole),ECG prompt (copy and paste),eletrocardiograma,ecg,notes,,,,,,[ecg_standard] = '1',,,,1,1,1,XK,1,,
636,ecg_audit,ecg_audit_data,Auditoria dos dados (exclusivo para o pesquisador principal) Audit (NCIT: C45269),Auditoria ECG,ECG audit,eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,[ecg_done] = '1' AND [ecg_prompt] <> '',,,,1,1,1,XL,0,"data$ecg_audit_data.factor = factor(data$ecg_audit_data,levels=c(""0"",""1"")) # ecg_audit_data 74","levels(data$ecg_audit_data.factor)=c(""Não"",""Sim"") # ecg_audit_data 49"
637,c117807,ecg_technical_quality,ECG Technical Quality (NCIT: C117807),Qualidade técnica ECG,ECG technical quality,eletrocardiograma,ecg,dropdown,"5, Excellent Quality: ECG traces in this category exhibit optimal technical quality with clear and well-defined waveforms. These are free from artifacts and noise, making them easy to interpret. | 4, Good Quality: ECG traces in this category are generally clear and mostly free from artifacts. While there may be minor noise or interference, it does not significantly affect the interpretation. | 3, Fair Quality: ECG traces in this category may have some noticeable artifacts or noise, but the primary waveform components (P-waves, QRS complexes, and T-waves) are still distinguishable, allowing for reasonable interpretation. | 2, Marginal Quality: ECG traces in this category have significant artifacts or interference that can obscure important waveforms. Interpretation may be challenging, and further testing or adjustments may be necessary to obtain a clearer signal. | 1, Poor Quality: ECG traces in this category are severely degraded by artifacts, noise, or technical issues. The primary waveforms are nearly or entirely obscured, making interpretation difficult or impossible.",,autocomplete,,,[ecg_audit] = '1',,,,1,1,1,XM,1,"data$ecg_technical_quality.factor = factor(data$ecg_technical_quality,levels=c(""5"",""4"",""3"",""2"",""1"")) # ecg_technical_quality 100","levels(data$ecg_technical_quality.factor)=c(""Excellent Quality: ECG traces in this category exhibit optimal technical quality with clear and well-defined waveforms. These are free from artifacts and noise, making them easy to interpret."",""Good Quality: ECG traces in this category are generally clear and mostly free from artifacts. While there may be minor noise or interference, it does not significantly affect the interpretation."",""Fair Quality: ECG traces in this category may have some noticeable artifacts or noise, but the primary waveform components (P-waves, QRS complexes, and T-waves) are still distinguishable, allowing for reasonable interpretation."",""Marginal Quality: ECG traces in this category have significant artifacts or interference that can obscure important waveforms. Interpretation may be challenging, and further testing or adjustments may be necessary to obtain a clearer signal."",""Poor Quality: ECG traces in this category are severely degraded by artifacts, noise, or technical issues. The primary waveforms are nearly or entirely obscured, making interpretation difficult or impossible."") # ecg_technical_quality 1119"
638,ecg_checked_yn,ecg_measurement_checked,Checked wave measurement on software?,Medição conferida no software?,Measurement checked in software?,eletrocardiograma,ecg,radio,"0, No | 1, Yes",,,,,,,,,1,1,1,XN,1,"data$ecg_measurement_checked.factor = factor(data$ecg_measurement_checked,levels=c(""0"",""1"")) # ecg_measurement_checked 92","levels(data$ecg_measurement_checked.factor)=c(""No"",""Yes"") # ecg_measurement_checked 57"
639,ecg_metadata_yn,show_ecg_metadata_yn,Ver metadados?,Mostrar metadados ECG?,Show ECG metadata?,eletrocardiograma,ecg,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,XO,0,"data$show_ecg_metadata_yn.factor = factor(data$show_ecg_metadata_yn,levels=c(""0"",""1"")) # show_ecg_metadata_yn 86","levels(data$show_ecg_metadata_yn.factor)=c(""Não"",""Sim"") # show_ecg_metadata_yn 55"
640,eletrocardiograma_complete,ecg,Complete?,Formulário eletrocardiograma completo?,Form eletrocardiograma complete?,eletrocardiograma,ecg,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,1,1,XP,1,"data$ecg.factor = factor(data$ecg,levels=c(""0"",""1"",""2"")) # ecg 56","levels(data$ecg.factor)=c(""Incomplete"",""Unverified"",""Complete"") # ecg 63"
641,adhere_1,taking_as_directed,Você tem tomado o medicamento do estudo conforme foi prescrito e orientado?,Está tomando conforme orientado?,Taking as directed?,adeso,compliance,radio,"0, Não | 1, Sim",,,,,,y,,,,1,1,XQ,1,"data$taking_as_directed.factor = factor(data$taking_as_directed,levels=c(""0"",""1"")) # taking_as_directed 82","levels(data$taking_as_directed.factor)=c(""Não"",""Sim"") # taking_as_directed 53"
642,adhere_2,dosage_schedule,"Como você toma o medicamento? Quantas cápsulas, em quais horários?",Cronograma de medicação,Medication schedule,adeso,compliance,dropdown,"1, 6 cápsulas ao dia (2 cápsulas com café da manhã, 2 com almoço e 2 com o jantar) | 2, 6 cápsulas ao dia, em outros horários | 3, 3 cápsulas ao dia (1 cápsula com café da manhã, 1 com almoço e 1 com o jantar) | 4, 3 cápsulas ao dia, em outros horários | 5, Outros (especifique)",,,,,[adhere_1] = '1' or [adhere_1] = '0',y,,,,1,1,XR,1,"data$dosage_schedule.factor = factor(data$dosage_schedule,levels=c(""1"",""2"",""3"",""4"",""5"")) # dosage_schedule 88","levels(data$dosage_schedule.factor)=c(""6 cápsulas ao dia (2 cápsulas com café da manhã, 2 com almoço e 2 com o jantar)"",""6 cápsulas ao dia, em outros horários"",""3 cápsulas ao dia (1 cápsula com café da manhã, 1 com almoço e 1 com o jantar)"",""3 cápsulas ao dia, em outros horários"",""Outros (especifique)"") # dosage_schedule 304"
643,adhere_2_2,alternative_schedule,Outra forma de tomar a medicação (especifique),Outra forma de tomar (especifique),Alternative way to take (specify),adeso,compliance,text,,,,,,[adhere_2] = '5',y,,,,1,1,XS,1,,
644,adhere_3,reminder_method,"Como você se lembra de tomar o medicamento? Você usa algum tipo de lembrete (alarmes, estojos de remédios, etc.)?",Método de lembrete para medicamento,Medication reminder method,adeso,compliance,dropdown,"1, Alarme no celular | 2, Caixa de remédios com divisórias para cada horário | 3, Lembrete escrito em um calendário | 4, Outro (especificar)",,,,,[adhere_2] = '1' or [adhere_2] = '2' or [adhere_2] = '3' or [adhere_2] = '4' or [adhere_2] = '5',y,,,,1,1,XT,1,"data$reminder_method.factor = factor(data$reminder_method,levels=c(""1"",""2"",""3"",""4"")) # reminder_method 84","levels(data$reminder_method.factor)=c(""Alarme no celular"",""Caixa de remédios com divisórias para cada horário"",""Lembrete escrito em um calendário"",""Outro (especificar)"") # reminder_method 169"
645,adhere_3_3,alternative_reminder,Outras formas de lembrete (especifique),Outro lembrete (especifique),Other reminder (specify),adeso,compliance,text,,,,,,[adhere_3] = '4',y,,,,1,1,XU,1,,
646,adhere_4,missed_study_medication,Você perdeu alguma dose do medicamento do estudo?,Perdeu alguma dose?,Missed any dose?,adeso,compliance,radio,"0, Não | 1, Sim",,,,,[adhere_3] = '1' or [adhere_3] = '2' or [adhere_3] = '3' or [adhere_3] = '4',y,,,,1,1,XV,1,"data$missed_study_medication.factor = factor(data$missed_study_medication,levels=c(""0"",""1"")) # missed_study_medication 92","levels(data$missed_study_medication.factor)=c(""Não"",""Sim"") # missed_study_medication 58"
647,adhere_4_1,missed_dose_count,Quantas vezes você perdeu alguma dose do medicamento do estudo?,Quantas doses perdidas?,Number of missed doses,adeso,compliance,dropdown,"1, 1 vez | 2, 2 vezes | 3, 3 a 5 vezes | 4, 5 a 10 vezes | 5, mais de 10 vezes",,,,,[adhere_4] = '1',y,,,,1,1,XW,1,"data$missed_dose_count.factor = factor(data$missed_dose_count,levels=c(""1"",""2"",""3"",""4"",""5"")) # missed_dose_count 92","levels(data$missed_dose_count.factor)=c(""1 vez"",""2 vezes"",""3 a 5 vezes"",""5 a 10 vezes"",""mais de 10 vezes"") # missed_dose_count 106"
648,adhere_4_2,missed_dose_timing,Em quais momentos você perdeu as dose do medicamento do estudo?,Momentos de doses perdidas,Timing of missed doses,adeso,compliance,dropdown,"1, Com o café da manhã | 2, Com o almoço | 3, Com o jantar | 4, Outro (especificar)",,,,,[adhere_4] = '1',y,,,,1,1,XX,1,"data$missed_dose_timing.factor = factor(data$missed_dose_timing,levels=c(""1"",""2"",""3"",""4"")) # missed_dose_timing 90","levels(data$missed_dose_timing.factor)=c(""Com o café da manhã"",""Com o almoço"",""Com o jantar"",""Outro (especificar)"") # missed_dose_timing 115"
649,adhere_4_3,missed_dose_timing_other,Outros momentos em que perdeu as doses (especificar),Outros momentos de doses perdidas,Other timing of missed doses,adeso,compliance,text,,,,,,[adhere_4_2] = '4',y,,,,1,1,XY,1,,
650,adhere_5,medication_discontinuation,"Em algum momento durante o estudo, você parou de tomar o medicamento?",Parou de tomar o medicamento?,Stopped taking the medication?,adeso,compliance,radio,"0, Não | 1, Sim",,,,,[adhere_4] = '1' or [adhere_4] = '0',y,,,,1,1,XZ,1,"data$medication_discontinuation.factor = factor(data$medication_discontinuation,levels=c(""0"",""1"")) # medication_discontinuation 98","levels(data$medication_discontinuation.factor)=c(""Não"",""Sim"") # medication_discontinuation 61"
651,adhere_5_1,discontinuation_duration,"Se sim, por quantos dias?",Dias de interrupção,Days of interruption,adeso,compliance,dropdown,"1, 1 dia | 2, 2 dias | 3, 3 a 5 dias | 4, 5 a 10 dias | 5, mais de 10 dias",,,,,[adhere_5] = '1',y,,,,1,1,YA,1,"data$discontinuation_duration.factor = factor(data$discontinuation_duration,levels=c(""1"",""2"",""3"",""4"",""5"")) # discontinuation_duration 106","levels(data$discontinuation_duration.factor)=c(""1 dia"",""2 dias"",""3 a 5 dias"",""5 a 10 dias"",""mais de 10 dias"") # discontinuation_duration 109"
652,adhere_5_2,discontinuation_reason,"Se sim, por quê?",Motivo da interrupção,Reason for interruption,adeso,compliance,dropdown,"1, Efeito colateral | 2, Esquecimento | 3, Dificuldade em seguir horários | 4, Outro (especificar)",,,,,[adhere_5] = '1',y,,,,1,1,YB,1,"data$discontinuation_reason.factor = factor(data$discontinuation_reason,levels=c(""1"",""2"",""3"",""4"")) # discontinuation_reason 98","levels(data$discontinuation_reason.factor)=c(""Efeito colateral"",""Esquecimento"",""Dificuldade em seguir horários"",""Outro (especificar)"") # discontinuation_reason 134"
653,adhere_5_3,discontinuation_reason_other,Outra justificativa para ter parado a medicação (especificar),Outra razão (especificar),Other reason (specify),adeso,compliance,notes,,,,,,[adhere_5_2] = '4',y, @PLACEHOLDER = 'Especifique',,,1,1,YC,1,,
654,adhere_6,ran_out_of_medication,Você já ficou sem o medicamento do estudo alguma vez porque as cápsulas acabaram antes de pegar a reposição?,Ficou sem medicamento?,Ran out of medication?,adeso,compliance,radio,"0, Não | 1, Sim",{adhere_6_1},,,,[adhere_5] = '1' or [adhere_5] = '0',y,,,,1,1,YD,1,"data$ran_out_of_medication.factor = factor(data$ran_out_of_medication,levels=c(""0"",""1"")) # ran_out_of_medication 88","levels(data$ran_out_of_medication.factor)=c(""Não"",""Sim"") # ran_out_of_medication 56"
655,adhere_6_1,ran_out_reason,Motivo para ter ficado sem o medicamento,Motivo de falta de medicamento,Reason for running out of medication,adeso,compliance,notes,,,,,,[adhere_6] = '1',, @PLACEHOLDER = 'Especifique',,,1,1,YE,1,,
656,adhere_7,daily_routine_change_medication_adherence_yn,Houve alguma mudança em sua rotina diária que pode afetar sua capacidade de tomar o medicamento de forma consistente?,Mudança de rotina afeta adesão ao medicamento?,Routine change affecting medication adherence?,adeso,compliance,radio,"0, Não | 1, Sim",{adhere_7_1},,,,[adhere_6] = '1' or [adhere_6] = '0',y,,,,1,1,YF,0,"data$daily_routine_change_medication_adherence_yn.factor = factor(data$daily_routine_change_medication_adherence_yn,levels=c(""0"",""1"")) # daily_routine_change_medication_adherence_yn 134","levels(data$daily_routine_change_medication_adherence_yn.factor)=c(""Não"",""Sim"") # daily_routine_change_medication_adherence_yn 79"
657,adhere_7_1,daily_routine_change_specify,Mudança na rotina que afeta a tomada (especificar),Especificar mudança na rotina,Specify routine change,adeso,compliance,notes,,,,,,[adhere_7] = '1',y, @PLACEHOLDER = 'Especifique',,,1,1,YG,0,,
658,adhere_8,perceived_improvement,Você está percebendo alguma melhoria em sua condição que atribui ao medicamento do estudo?,Percebeu melhorias?,Perceived improvements?,adeso,compliance,radio,"0, Não | 1, Sim",{adhere_8_1},,,,[adhere_7] = '1' or [adhere_7] = '0',y,,,,1,1,YH,1,"data$perceived_improvement.factor = factor(data$perceived_improvement,levels=c(""0"",""1"")) # perceived_improvement 88","levels(data$perceived_improvement.factor)=c(""Não"",""Sim"") # perceived_improvement 56"
659,adhere_8_1,improvements_reported,"Especifique as melhorias relatadas (no caso de sintomas, inserir no instrumento específico)",Melhorias relatadas,Reported improvements,adeso,compliance,notes,,,,,,[adhere_8] = '1',y, @PLACEHOLDER = 'Especifique',,,1,1,YI,1,,
660,adhere_10,challenges_taking_medication,Você está enfrentando algum desafio que atrapalha a tomada do medicamento?,Dificuldades com medicação?,Difficulties with medication?,adeso,compliance,radio,"0, Não | 1, Sim",{adhere_10_1},,,,[adhere_8] = '1' or [adhere_8] = '0',y,,,,1,1,YJ,1,"data$challenges_taking_medication.factor = factor(data$challenges_taking_medication,levels=c(""0"",""1"")) # challenges_taking_medication 102","levels(data$challenges_taking_medication.factor)=c(""Não"",""Sim"") # challenges_taking_medication 63"
661,adhere_10_1,specify_challenges_medication_adherence,Especifique os desafios que atrapalham na tomada,Desafios na adesão ao medicamento,Challenges with medication adherence,adeso,compliance,notes,,,,,,[adhere_10] = '1',y, @PLACEHOLDER = 'Especifique',,,1,1,YK,0,,
662,adhere_11,medication_confidence_scale,"Em uma escala de 1 a 10, quão confiante você está em seguir o cronograma de medicamentos?",Confiança no cronograma (1-10),Confidence in schedule (1-10),adeso,compliance,slider,Nada confiante | Neutro | Totalmente confiante,,number,,10,[adhere_10] = '1' or [adhere_10] = '0' and [event-number] <> '4',y,,,,1,1,YL,1,,
663,adhere_12,overall_compliance_rate,"Como você classificaria sua adesão geral ao medicamento do estudo? (opções: ruim, regular, boa, excelente)",Adesão ao medicamento,Medication adherence,adeso,compliance,radio,"1, Ruim | 2, Regular | 3, Boa | 4, Excelente",,,,,[adhere_10] = '1' or [adhere_10] = '0',y,,,,1,1,YM,1,"data$overall_compliance_rate.factor = factor(data$overall_compliance_rate,levels=c(""1"",""2"",""3"",""4"")) # overall_compliance_rate 100","levels(data$overall_compliance_rate.factor)=c(""Ruim"",""Regular"",""Boa"",""Excelente"") # overall_compliance_rate 81"
664,adeso_complete,compliance_complete,Complete?,Formulário adeso completo?,Form adeso complete?,adeso,compliance,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,,1,1,YN,1,"data$compliance_complete.factor = factor(data$compliance_complete,levels=c(""0"",""1"",""2"")) # compliance_complete 88","levels(data$compliance_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # compliance_complete 79"
665,ae_evaluation_date,adverse_event_evaluation_date,Adverse Event Evaluation Date,Data avaliação evento adverso,Adverse event evaluation date,eventos_adversos,adverse events,text,,,date_dmy,,,,y,,,1,1,1,YO,0,,
